1.052458e+03, 0.000000e+00
5.819844e+10, 4.095360e+09
1.076693e+11, 3.025728e+09
1.495779e+11, 2.572992e+09
2.273824e+11, 2.079648e+09
7.779192e+11, 1.129248e+09
1.433168e+12, 8.363520e+08
2.875312e+12, 5.875200e+08
4.495480e+12, 4.691520e+08

3.157155e+03, 1.395744e+01
5.776246e+10, 8.170283e+09
1.075412e+11, 6.049057e+09
1.495114e+11, 5.145222e+09
2.273537e+11, 4.159121e+09
7.779167e+11, 2.258494e+09
1.433167e+12, 1.672704e+09
2.875312e+12, 1.175040e+09
4.495480e+12, 9.383040e+08

5.261192e+03, 4.185198e+01
5.703817e+10, 1.220443e+10
1.073278e+11, 9.067588e+09
1.494008e+11, 7.715930e+09
2.273058e+11, 6.238243e+09
7.779126e+11, 3.387734e+09
1.433166e+12, 2.509055e+09
2.875311e+12, 1.762560e+09
4.495480e+12, 1.407456e+09

7.364134e+03, 8.364293e+01
5.602906e+10, 1.617762e+10
1.070294e+11, 1.207893e+10
1.492459e+11, 1.028435e+10
2.272387e+11, 8.316839e+09
7.779069e+11, 4.516968e+09
1.433164e+12, 3.345405e+09
2.875311e+12, 2.350080e+09
4.495480e+12, 1.876608e+09

9.465544e+03, 1.392694e+02
5.474001e+10, 2.006999e+10
1.066460e+11, 1.508069e+10
1.490468e+11, 1.284973e+10
2.271525e+11, 1.039473e+10
7.778995e+11, 5.646192e+09
1.433162e+12, 4.181754e+09
2.875310e+12, 2.937600e+09
4.495479e+12, 2.345760e+09

1.156499e+04, 2.086503e+02
5.317724e+10, 2.386200e+10
1.061781e+11, 1.807049e+10
1.488037e+11, 1.541131e+10
2.270472e+11, 1.247175e+10
7.778905e+11, 6.775405e+09
1.433159e+12, 5.018102e+09
2.875310e+12, 3.525119e+09
4.495479e+12, 2.814912e+09

1.366205e+04, 2.916848e+02
5.134834e+10, 2.753459e+10
1.056259e+11, 2.104596e+10
1.485165e+11, 1.796832e+10
2.269227e+11, 1.454772e+10
7.778799e+11, 7.904603e+09
1.433156e+12, 5.854448e+09
2.875309e+12, 4.112639e+09
4.495479e+12, 3.284064e+09

1.575630e+04, 3.882519e+02
4.926218e+10, 3.106923e+10
1.049900e+11, 2.400473e+10
1.481853e+11, 2.052002e+10
2.267791e+11, 1.662246e+10
7.778676e+11, 9.033784e+09
1.433152e+12, 6.690792e+09
2.875308e+12, 4.700158e+09
4.495478e+12, 3.753216e+09

1.784732e+04, 4.982115e+02
4.692892e+10, 3.444802e+10
1.042708e+11, 2.694446e+10
1.478103e+11, 2.306564e+10
2.266163e+11, 1.869580e+10
7.778537e+11, 1.016295e+10
1.433148e+12, 7.527134e+09
2.875307e+12, 5.287677e+09
4.495478e+12, 4.222367e+09

1.993471e+04, 6.214042e+02
4.435994e+10, 3.765377e+10
1.034689e+11, 2.986281e+10
1.473915e+11, 2.560444e+10
2.264345e+11, 2.076757e+10
7.778382e+11, 1.129209e+10
1.433144e+12, 8.363474e+09
2.875306e+12, 5.875196e+09
4.495478e+12, 4.691519e+09

2.201807e+04, 7.576515e+02
4.156780e+10, 4.067011e+10
1.025848e+11, 3.275747e+10
1.469291e+11, 2.813566e+10
2.262336e+11, 2.283758e+10
7.778210e+11, 1.242120e+10
1.433139e+12, 9.199810e+09
2.875305e+12, 6.462715e+09
4.495477e+12, 5.160671e+09

2.409701e+04, 9.067566e+02
3.856622e+10, 4.348152e+10
1.016194e+11, 3.562613e+10
1.464232e+11, 3.065855e+10
2.260136e+11, 2.490567e+10
7.778021e+11, 1.355030e+10
1.433133e+12, 1.003614e+10
2.875303e+12, 7.050233e+09
4.495476e+12, 5.629823e+09

2.617115e+04, 1.068505e+03
3.536998e+10, 4.607346e+10
1.005734e+11, 3.846652e+10
1.458739e+11, 3.317236e+10
2.257746e+11, 2.697166e+10
7.777817e+11, 1.467936e+10
1.433127e+12, 1.087247e+10
2.875302e+12, 7.637751e+09
4.495476e+12, 6.098974e+09

2.824013e+04, 1.242664e+03
3.199488e+10, 4.843241e+10
9.944746e+10, 4.127638e+10
1.452815e+11, 3.567635e+10
2.255166e+11, 2.903538e+10
7.777596e+11, 1.580839e+10
1.433121e+12, 1.170880e+10
2.875300e+12, 8.225269e+09
4.495475e+12, 6.568126e+09

3.030360e+04, 1.428985e+03
2.845766e+10, 5.054595e+10
9.824262e+10, 4.405347e+10
1.446461e+11, 3.816979e+10
2.252395e+11, 3.109665e+10
7.777359e+11, 1.693739e+10
1.433113e+12, 1.254512e+10
2.875298e+12, 8.812786e+09
4.495474e+12, 7.037277e+09

3.236121e+04, 1.627202e+03
2.477596e+10, 5.240285e+10
9.695978e+10, 4.679558e+10
1.439679e+11, 4.065193e+10
2.249435e+11, 3.315529e+10
7.777105e+11, 1.806635e+10
1.433106e+12, 1.338144e+10
2.875297e+12, 9.400303e+09
4.495474e+12, 7.506429e+09

3.441264e+04, 1.837034e+03
2.096819e+10, 5.399311e+10
9.559995e+10, 4.950053e+10
1.432470e+11, 4.312203e+10
2.246285e+11, 3.521115e+10
7.776835e+11, 1.919528e+10
1.433098e+12, 1.421776e+10
2.875295e+12, 9.987820e+09
4.495473e+12, 7.975580e+09

3.645757e+04, 2.058186e+03
1.705349e+10, 5.530801e+10
9.416419e+10, 5.216616e+10
1.424838e+11, 4.557937e+10
2.242945e+11, 3.726403e+10
7.776548e+11, 2.032416e+10
1.433089e+12, 1.505406e+10
2.875293e+12, 1.057534e+10
4.495472e+12, 8.444731e+09

3.849573e+04, 2.290349e+03
1.305163e+10, 5.634022e+10
9.265363e+10, 5.479035e+10
1.416784e+11, 4.802322e+10
2.239417e+11, 3.931377e+10
7.776246e+11, 2.145300e+10
1.433081e+12, 1.589037e+10
2.875290e+12, 1.116285e+10
4.495471e+12, 8.913882e+09

4.052683e+04, 2.533201e+03
8.982895e+09, 5.708377e+10
9.106945e+10, 5.737101e+10
1.408310e+11, 5.045285e+10
2.235699e+11, 4.136020e+10
7.775926e+11, 2.258180e+10
1.433071e+12, 1.672667e+10
2.875288e+12, 1.175037e+10
4.495470e+12, 9.383033e+09

4.255062e+04, 2.786406e+03
4.868034e+09, 5.753415e+10
8.941290e+10, 5.990607e+10
1.399420e+11, 5.286755e+10
2.231794e+11, 4.340314e+10
7.775591e+11, 2.371055e+10
1.433061e+12, 1.756296e+10
2.875285e+12, 1.233788e+10
4.495469e+12, 9.852184e+09

4.456686e+04, 3.049622e+03
7.281149e+08, 5.768835e+10
8.768528e+10, 6.239351e+10
1.390115e+11, 5.526659e+10
2.227700e+11, 4.544242e+10
7.775239e+11, 2.483925e+10
1.433051e+12, 1.839925e+10
2.875283e+12, 1.292540e+10
4.495468e+12, 1.032133e+10

4.657534e+04, 3.322493e+03
-3.415560e+09, 5.754484e+10
8.588795e+10, 6.483135e+10
1.380399e+11, 5.764928e+10
2.223418e+11, 4.747787e+10
7.774871e+11, 2.596789e+10
1.433040e+12, 1.923553e+10
2.875280e+12, 1.351291e+10
4.495467e+12, 1.079049e+10

4.857584e+04, 3.604657e+03
-7.541563e+09, 5.710365e+10
8.402231e+10, 6.721762e+10
1.370274e+11, 6.001490e+10
2.218949e+11, 4.950931e+10
7.774486e+11, 2.709648e+10
1.433028e+12, 2.007180e+10
2.875277e+12, 1.410042e+10
4.495466e+12, 1.125964e+10

5.056822e+04, 3.895746e+03
-1.162845e+10, 5.636632e+10
8.208984e+10, 6.955043e+10
1.359744e+11, 6.236276e+10
2.214293e+11, 5.153658e+10
7.774085e+11, 2.822502e+10
1.433017e+12, 2.090807e+10
2.875274e+12, 1.468794e+10
4.495465e+12, 1.172879e+10

5.255229e+04, 4.195384e+03
-1.565490e+10, 5.533599e+10
8.009206e+10, 7.182789e+10
1.348811e+11, 6.469216e+10
2.209450e+11, 5.355950e+10
7.773668e+11, 2.935349e+10
1.433004e+12, 2.174433e+10
2.875271e+12, 1.527545e+10
4.495463e+12, 1.219794e+10

5.452795e+04, 4.503193e+03
-1.959976e+10, 5.401733e+10
7.803053e+10, 7.404819e+10
1.337479e+11, 6.700240e+10
2.204420e+11, 5.557791e+10
7.773234e+11, 3.048191e+10
1.432991e+12, 2.258058e+10
2.875268e+12, 1.586296e+10
4.495462e+12, 1.266709e+10

5.649507e+04, 4.818791e+03
-2.344227e+10, 5.241655e+10
7.590690e+10, 7.620954e+10
1.325751e+11, 6.929281e+10
2.199205e+11, 5.759163e+10
7.772784e+11, 3.161026e+10
1.432978e+12, 2.341683e+10
2.875265e+12, 1.645047e+10
4.495461e+12, 1.313624e+10

5.845357e+04, 5.141797e+03
-2.716206e+10, 5.054139e+10
7.372281e+10, 7.831021e+10
1.313630e+11, 7.156271e+10
2.193805e+11, 5.960049e+10
7.772318e+11, 3.273854e+10
1.432964e+12, 2.425307e+10
2.875261e+12, 1.703798e+10
4.495459e+12, 1.360539e+10

6.040339e+04, 5.471830e+03
-3.073935e+10, 4.840109e+10
7.148001e+10, 8.034849e+10
1.301121e+11, 7.381142e+10
2.188219e+11, 6.160432e+10
7.771835e+11, 3.386675e+10
1.432950e+12, 2.508930e+10
2.875258e+12, 1.762549e+10
4.495458e+12, 1.407454e+10

6.234448e+04, 5.808511e+03
-3.415503e+10, 4.600633e+10
6.918026e+10, 8.232276e+10
1.288226e+11, 7.603828e+10
